date,NVR,AZO,BKNG,MTD,TPL,REGN,BLK,EQIX,FICO,TMO,GWW,TDG
2023-01-01,842.5881661420043,1057.6715795489395,711.8462184215322,1420.9996251009438,1000.0,955.0137631269597,1168.3144352930933,968.7007515257609,750.7501990671437,1000.0,,
2023-04-01,1017.8817981698743,1054.2277376535105,936.8961791295244,1504.3258876276107,726.9165678011155,1087.618926528796,1111.1655372642724,1071.5001752254586,881.3268805400093,1047.3094131068049,0.0,0.0
2023-07-01,1160.079016033188,1069.328352472174,953.8226203448273,1289.4531336569269,563.927288199011,951.1089793123768,1156.1730409027577,1170.4649577445473,1014.9262717400649,948.691752149125,0.0,0.0
2023-10-01,1089.32652907548,1089.32652907548,1089.32652907548,1089.32652907548,782.4372185599077,1089.32652907548,1089.32652907548,1089.32652907548,1089.32652907548,920.9938488834696,0.0,0.0
