date,total_value
2025-01-15,14869.58691491558
2025-01-16,14922.237548226867
2025-01-17,14930.12925567804
2025-01-18,14930.12925567804
2025-01-19,14930.12925567804
2025-01-20,14930.12925567804
2025-01-21,15045.050404745283
2025-01-22,15073.97167726658
2025-01-23,15190.183446109684
2025-01-24,15158.651874962507
2025-01-25,15158.651874962507
2025-01-26,15158.651874962507
2025-01-27,15017.61390743946
2025-01-28,15003.049240692684
2025-01-29,15010.813455283242
2025-01-30,15184.089803756691
2025-01-31,15042.273551303444
2025-02-01,15042.273551303444
2025-02-02,15042.273551303444
2025-02-03,15043.433275151405
2025-02-04,15143.671635457202
2025-02-05,15292.09793367943
2025-02-06,15297.321088882036
2025-02-07,15238.149281136422
2025-02-08,15238.149281136422
2025-02-09,15238.149281136422
2025-02-10,15305.607803106068
2025-02-11,15325.247949199913
2025-02-12,15232.074006497189
2025-02-13,15413.783615143908
2025-02-14,15410.24868116551
2025-02-15,15410.24868116551
2025-02-16,15410.24868116551
2025-02-17,15410.24868116551
2025-02-18,15523.09872223468
2025-02-19,15597.590592875416
2025-02-20,15547.022145460898
2025-02-21,15314.609185926389
2025-02-22,15314.609185926389
2025-02-23,15314.609185926389
2025-02-24,15319.79827245518
2025-02-25,15296.600674413296
2025-02-26,15258.634553202552
2025-02-27,15149.31057662753
2025-02-28,15370.368674004892
2025-03-01,15370.368674004892
2025-03-02,15370.368674004892
2025-03-03,15172.60291561073
2025-03-04,14913.601395859227
2025-03-05,14980.070136119792
2025-03-06,14771.96970118546
2025-03-07,14850.473125197132
2025-03-08,14850.473125197132
2025-03-09,14850.473125197132
2025-03-10,14631.459448507982
2025-03-11,14497.014720495958
2025-03-12,14521.26169480127
2025-03-13,14430.943756373761
2025-03-14,14722.145243839055
2025-03-15,14722.145243839055
2025-03-16,14722.145243839055
2025-03-17,14894.714957464625
2025-03-18,14783.512770074198
2025-03-19,14946.246268966523
2025-03-20,14953.655712078918
2025-03-21,14892.28945271593
2025-03-22,14892.28945271593
2025-03-23,14892.28945271593
2025-03-24,15112.964641586725
2025-03-25,15048.46745774431
2025-03-26,14936.670592828905
2025-03-27,14809.294086685539
2025-03-28,14711.123651152042
2025-03-29,14711.123651152042
2025-03-30,14711.123651152042
2025-03-31,14828.92528957144
2025-04-01,14821.763186050262
2025-04-02,14912.045063129373
2025-04-03,14208.002552988348
2025-04-04,13265.215688317563
2025-04-05,13265.215688317563
2025-04-06,13265.215688317563
2025-04-07,13239.338928427624
2025-04-08,13059.906942923675
2025-04-09,13972.541308605503
2025-04-10,13462.462694520173
2025-04-11,13671.333569722414
2025-04-12,13671.333569722414
2025-04-13,13671.333569722414
2025-04-14,13831.869330614643
2025-04-15,13850.059228175869
2025-04-16,13624.973813034054
2025-04-17,13888.35120460254
2025-04-18,13888.35120460254
2025-04-19,13888.35120460254
2025-04-20,13888.35120460254
2025-04-21,13579.167859418234
2025-04-22,13900.554539676574
2025-04-23,14042.82206864183
2025-04-24,14288.564117288573
2025-04-25,14377.915767434008
2025-04-26,14377.915767434008
2025-04-27,14377.915767434008
2025-04-28,14454.058514868699
2025-04-29,14538.678198585714
2025-04-30,14535.998039880482
2025-05-01,14372.733884907924
2025-05-02,14647.804450885045
2025-05-03,14647.804450885045
2025-05-04,14647.804450885045
2025-05-05,14574.96561483355
2025-05-06,14416.417161076735
2025-05-07,14472.339194767708
2025-05-08,14496.64389417181
2025-05-09,14447.203847270572
2025-05-10,14447.203847270572
2025-05-11,14447.203847270572
2025-05-12,14841.493433331765
2025-05-13,14921.085606288592
2025-05-14,14775.541987959272
2025-05-15,14947.571979750766
2025-05-16,15097.22434922153
2025-05-17,15097.22434922153
2025-05-18,15097.22434922153
2025-05-19,15112.643503812198
2025-05-20,15043.130409178697
2025-05-21,14741.32950046562
2025-05-22,14696.278572470137
2025-05-23,14689.62318092925
2025-05-24,14689.62318092925
2025-05-25,14689.62318092925
2025-05-26,14689.62318092925
2025-05-27,14947.432943867361
2025-05-28,14836.919683337483
2025-05-29,14920.940260254629
2025-05-30,14964.27951494658
2025-05-31,14964.27951494658
2025-06-01,14964.27951494658
2025-06-02,15062.68323373157
2025-06-03,15185.916637138062
2025-06-04,15133.017283239897
2025-06-05,15096.139670276807
2025-06-06,15273.032473264764
2025-06-07,15273.032473264764
2025-06-08,15273.032473264764
2025-06-09,15222.286845467543
2025-06-10,15338.06448457967
2025-06-11,15349.792183818063
2025-06-12,15456.725005668266
2025-06-13,15383.738819978711
2025-06-14,15383.738819978711
2025-06-15,15383.738819978711
2025-06-16,15434.047177262353
2025-06-17,15344.314405430268
2025-06-18,15342.428882520637
2025-06-19,15342.428882520637
2025-06-20,15329.71301410307
2025-06-21,15329.71301410307
2025-06-22,15329.71301410307
2025-06-23,15387.838813159833
2025-06-24,15458.873439337156
2025-06-25,15455.492192678106
2025-06-26,15590.86307280991
2025-06-27,15565.294207843139
2025-06-28,15565.294207843139
2025-06-29,15565.294207843139
2025-06-30,15668.055146849989
2025-07-01,15720.401392444162
2025-07-02,15794.338861365835
2025-07-03,15898.84396114574
2025-07-04,15898.84396114574
2025-07-05,15898.84396114574
2025-07-06,15898.84396114574
2025-07-07,15806.448256107875
